druid,purl,Title,Subtitle,Date,Type,Type URI
druid:cd263ts7049,https://purl.stanford.edu/cd263ts7049,BAC proposal,,1978,text,http://vocab.getty.edu/aat/300027261
druid:cd369ks0683,https://purl.stanford.edu/cd369ks0683,"Ella Fitzgerald and Duke Ellington, Jazz Year 1965",,10/31/65,still image,http://vocab.getty.edu/aat/300046300
druid:cd456xx9747,https://purl.stanford.edu/cd456xx9747,Frank J. Omowale Satterwhite,,4/8/19,text,http://id.loc.gov/vocabulary/marcgt/int
druid:cd646vx5467,https://purl.stanford.edu/cd646vx5467,"Stanford Gospel Choir, Kevin Arrigo, Ross Ice Shelf",,4/15/02,moving image,http://id.loc.gov/authorities/genreForms/gf2011026712
druid:cd689ny3869,https://purl.stanford.edu/cd689ny3869,W11-AFRICAAM-21-01,African American Vernacular English,2011,text,http://vocab.getty.edu/aat/300028026
druid:cd822bz4442,https://purl.stanford.edu/cd822bz4442,"Letter to San Jose State University President from SJSU students, faculty and staff",,4/24/85,mixed material,
druid:cd880hs6147,https://purl.stanford.edu/cd880hs6147,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:cd882nd6690,https://purl.stanford.edu/cd882nd6690,Grapevine,,5/12/77,text,
druid:cf211xf2136,https://purl.stanford.edu/cf211xf2136,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:cf299qw2381,https://purl.stanford.edu/cf299qw2381,"New building plans, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:cf378mc1251,https://purl.stanford.edu/cf378mc1251,Sit-in protesting South African investment--Board of Trustee's meeting at Hoover Institution,,5/14/85,still image,http://vocab.getty.edu/aat/300046300
druid:cf380yc8687,https://purl.stanford.edu/cf380yc8687,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:cf606sd7763,https://purl.stanford.edu/cf606sd7763,East Palo Alto/Nairobi Legacy Reunion,,7/24/04,still image,http://vocab.getty.edu/aat/300046300
druid:cf670jp5215,https://purl.stanford.edu/cf670jp5215,"Ella Fitzgerald and Duke Ellington, Jazz Year 1965",,10/31/65,still image,http://vocab.getty.edu/aat/300046300
druid:cf759wz4315,https://purl.stanford.edu/cf759wz4315,Students Out of South Africa--Sit-in at Old Union,,10/16/85,still image,http://vocab.getty.edu/aat/300046300
druid:cf842sd4281,https://purl.stanford.edu/cf842sd4281,Dennis Brutus Interview,,7/31/90,sound recording-nonmusical,http://vocab.getty.edu/aat/300026392
druid:cf889xk9412,https://purl.stanford.edu/cf889xk9412,"Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:cf918hx5919,https://purl.stanford.edu/cf918hx5919,Black student tutoring program,,6/29/70,still image,http://vocab.getty.edu/aat/300046300
druid:cf999gp7106,https://purl.stanford.edu/cf999gp7106,"Ella Fitzgerald and Duke Ellington, Jazz Year 1965",,10/31/65,still image,http://vocab.getty.edu/aat/300046300
druid:cg035bh0671,https://purl.stanford.edu/cg035bh0671,"Student reaction to the assasination of Martin Luther King, Jr.",,4/5/68,still image,http://vocab.getty.edu/aat/300046300
druid:cg047wc1915,https://purl.stanford.edu/cg047wc1915,Ujamaa residents,,,still image,http://vocab.getty.edu/aat/300046300
druid:cg099fn5914,https://purl.stanford.edu/cg099fn5914,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:cg184tp5392,https://purl.stanford.edu/cg184tp5392,Sit-in protesting South African investment--Board of Trustee's meeting at Hoover Institution,,5/14/85,still image,http://vocab.getty.edu/aat/300046300
druid:cg495mq5882,https://purl.stanford.edu/cg495mq5882,"Photograph shared at Black Grad 2003 slideshow, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:cg554pq1294,https://purl.stanford.edu/cg554pq1294,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:cg686jt4271,https://purl.stanford.edu/cg686jt4271,The Colonist,"Volume 1, Number 6",6/4/69,text,http://vocab.getty.edu/aat/300026656
druid:cg692vm5892,https://purl.stanford.edu/cg692vm5892,"Black Lives Matter memorial, Stanford University",,7/12/20,still image,http://vocab.getty.edu/aat/300417379
druid:cg728nc9771,https://purl.stanford.edu/cg728nc9771,"Erin, Just, Clyn, and Jess, photograph shared at Black Grad 2003 slideshow, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:cg728vh2348,https://purl.stanford.edu/cg728vh2348,"Martin Luther King, Jr. International Freedom Games",,3/28/81,still image,http://vocab.getty.edu/aat/300253341
druid:cg899pv3523,https://purl.stanford.edu/cg899pv3523,Black Executive Committee meeting,,4/15/76,text,
druid:ch067fc7439,https://purl.stanford.edu/ch067fc7439,"Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:ch128tm3223,https://purl.stanford.edu/ch128tm3223,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:ch212jw1625,https://purl.stanford.edu/ch212jw1625,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:ch401br0763,https://purl.stanford.edu/ch401br0763,African Griot party,,12/18/81,still image,http://vocab.getty.edu/aat/300224742
druid:ch490rb8623,https://purl.stanford.edu/ch490rb8623,Joseles De La Cruz,,2/21/06,moving image,http://vocab.getty.edu/aat/300069200
druid:ch567mm3164,https://purl.stanford.edu/ch567mm3164,"The Real News, Volume 23, Number 1",1996-02,1996-02,text,
druid:ch734jv8037,https://purl.stanford.edu/ch734jv8037,F15-AFRICAAM-147-01,History Of South Africa,2015,text,http://vocab.getty.edu/aat/300028026
druid:cj011bc2863,https://purl.stanford.edu/cj011bc2863,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:cj034vx1299,https://purl.stanford.edu/cj034vx1299,News release with handwritten note,,4/24/85,mixed material,
druid:cj245kc4117,https://purl.stanford.edu/cj245kc4117,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:cj274xs6978,https://purl.stanford.edu/cj274xs6978,Sit-in protesting South African investment--Board of Trustee's meeting at Hoover Institution,,5/14/85,still image,http://vocab.getty.edu/aat/300046300
druid:cj716mk4738,https://purl.stanford.edu/cj716mk4738,Sp13-AFRICAST-109-01,Running While Others Walk: African Perspectives On Development,2013,text,http://vocab.getty.edu/aat/300028026
druid:cj890gs2193,https://purl.stanford.edu/cj890gs2193,"Jessie Jackson - Martin Luther King, Jr. Day",,1/15/87,still image,http://vocab.getty.edu/aat/300046300
druid:cj906rp0313,https://purl.stanford.edu/cj906rp0313,Ujamaa residents,,,still image,http://vocab.getty.edu/aat/300046300
druid:cj998rf0422,https://purl.stanford.edu/cj998rf0422,"Jason, Dave, and Sam, photograph shared at Black Grad 2003 slideshow, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:ck001tf4641,https://purl.stanford.edu/ck001tf4641,We will never forget: the survival and living practise of African religion and culture in the western hemispere,,,still image,
druid:ck049sv1973,https://purl.stanford.edu/ck049sv1973,Sit-in protesting South African investment--Board of Trustee's meeting at Hoover Institution,,5/14/85,still image,http://vocab.getty.edu/aat/300046300
druid:ck098vg8681,https://purl.stanford.edu/ck098vg8681,"Stanford: 1968 Revisited, Black Student Union",,1/23/02,moving image,
druid:ck419hy5943,https://purl.stanford.edu/ck419hy5943,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:ck737wx2061,https://purl.stanford.edu/ck737wx2061,F15-AFRICAAM-30-01,The Egyptians,2015,text,http://vocab.getty.edu/aat/300028026
druid:ck758bm7638,https://purl.stanford.edu/ck758bm7638,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:ck949kb3983,https://purl.stanford.edu/ck949kb3983,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:ck979ns4380,https://purl.stanford.edu/ck979ns4380,Karen Holloway Williams,Alumni Stories,10/24/19,text,http://id.loc.gov/vocabulary/marcgt/int
druid:cm135vr2192,https://purl.stanford.edu/cm135vr2192,"Photograph shared at Black Grad 2003 slideshow, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:cm155sr5536,https://purl.stanford.edu/cm155sr5536,Collard Greens Cultural Festival,,7/24/04,still image,http://vocab.getty.edu/aat/300046300
druid:cm165vt3104,https://purl.stanford.edu/cm165vt3104,Stanford University News Service,,3/9/73,text,
druid:cm172rg0453,https://purl.stanford.edu/cm172rg0453,South Carolina Sea Islands Learning Expedition,Tapes 13-14,1999,moving image,http://vocab.getty.edu/aat/300265794
druid:cm265kz7518,https://purl.stanford.edu/cm265kz7518,East Palo Alto/Nairobi Legacy Reunion: Faye McNair-Knox,,7/24/04,still image,http://vocab.getty.edu/aat/300046300
druid:cm271fj5556,https://purl.stanford.edu/cm271fj5556,F13-AFRICAAM-200X-01,Honors Thesis And Senior Thesis Seminar,2013,text,http://vocab.getty.edu/aat/300028026
druid:cm308wp8645,https://purl.stanford.edu/cm308wp8645,"Anna and Minta, photograph shared at Black Grad 2003 slideshow, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:cm334my0461,https://purl.stanford.edu/cm334my0461,"Kia, photograph shared at Black Grad 2003 slideshow, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:cm482vz7586,https://purl.stanford.edu/cm482vz7586,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:cm680jc4807,https://purl.stanford.edu/cm680jc4807,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:cm785zt7189,https://purl.stanford.edu/cm785zt7189,Sit-in protesting South African Investment - Board of Trustee's Meeting at Hoover Institute - Protestors block Trustee's Cars - Students Out of South Africa,,5/16/85,still image,http://vocab.getty.edu/aat/300046300
druid:cm914yh3820,https://purl.stanford.edu/cm914yh3820,"Ella Fitzgerald and Duke Ellington, Jazz Year 1965",,10/31/65,still image,http://vocab.getty.edu/aat/300046300
druid:cm968fh0279,https://purl.stanford.edu/cm968fh0279,Collard Greens Cultural Festival,,7/24/04,still image,http://vocab.getty.edu/aat/300046300
druid:cn155nd8717,https://purl.stanford.edu/cn155nd8717,"Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:cn162nv5140,https://purl.stanford.edu/cn162nv5140,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:cn309gj0961,https://purl.stanford.edu/cn309gj0961,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:cn344ts8146,https://purl.stanford.edu/cn344ts8146,Danielle Sherrod,,4/6/19,text,http://id.loc.gov/vocabulary/marcgt/int
druid:cn373cq7250,https://purl.stanford.edu/cn373cq7250,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:cn602sf0010,https://purl.stanford.edu/cn602sf0010,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:cn650kx0094,https://purl.stanford.edu/cn650kx0094,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:cn886km2788,https://purl.stanford.edu/cn886km2788,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:cp117cc2956,https://purl.stanford.edu/cp117cc2956,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:cp148vs7414,https://purl.stanford.edu/cp148vs7414,"The Real News, Volume 22, Number 8",1995-11,1995,text,
druid:cp158pf7971,https://purl.stanford.edu/cp158pf7971,Dennis Brutus-South African Poet and Activist-Speaking at Kresge Auditorium,,10/26/85,still image,http://vocab.getty.edu/aat/300046300
druid:cp180mc7170,https://purl.stanford.edu/cp180mc7170,Art Opening and Rosaldo,,,moving image,http://vocab.getty.edu/aat/300069200
druid:cp190ck3400,https://purl.stanford.edu/cp190ck3400,Ujamaa posters,,,text,http://vocab.getty.edu/aat/300027221
druid:cp202js4443,https://purl.stanford.edu/cp202js4443,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:cp539ws8398,https://purl.stanford.edu/cp539ws8398,"Martin Luther King, Jr. at Stanford",,4/23/64,still image,http://vocab.getty.edu/aat/300046300
druid:cp850br2804,https://purl.stanford.edu/cp850br2804,The Four Faces of Blackness II,,,still image,http://vocab.getty.edu/aat/300027221
druid:cp927wm9509,https://purl.stanford.edu/cp927wm9509,Events flier,,1978-02,still image,http://vocab.getty.edu/aat/300224742
druid:cp946zm7789,https://purl.stanford.edu/cp946zm7789,"Photograph shared at Black Grad 2003 slideshow, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:cp948wy2861,https://purl.stanford.edu/cp948wy2861,Ujamaa posters,,,text,http://vocab.getty.edu/aat/300027221
druid:cq064bj2884,https://purl.stanford.edu/cq064bj2884,W14-AFRICAST-115-01,South African Encounters,2014,text,http://vocab.getty.edu/aat/300028026
druid:cq239th4187,https://purl.stanford.edu/cq239th4187,"Photograph shared at Black Grad 2003 slideshow, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:cq702yr4998,https://purl.stanford.edu/cq702yr4998,Ujamaa residents,,,still image,http://vocab.getty.edu/aat/300046300
druid:cq754ht6809,https://purl.stanford.edu/cq754ht6809,Ujamaa Presents: Eyes on the Prize,,,still image,
druid:cq931ng9105,https://purl.stanford.edu/cq931ng9105,"Jan Barker Alexander introduction - IDA , Stanford University, Residential Education, Stanford, California",,4/16/15,still image,http://vocab.getty.edu/aat/300046300
druid:cq940hr7493,https://purl.stanford.edu/cq940hr7493,IDA Finale Performance,Tape #1,,moving image,http://vocab.getty.edu/aat/300069200
druid:cr098pp5782,https://purl.stanford.edu/cr098pp5782,"Ujamaa, rafting trip",,,still image,http://vocab.getty.edu/aat/300046300
druid:cr119gw6510,https://purl.stanford.edu/cr119gw6510,"How does it feel to be rich and black? You know, since most black people are poor - said at SLS. Racism Lives Here Too, 2018",,2018-02,still image,http://vocab.getty.edu/aat/300027221
druid:cr186xd8182,https://purl.stanford.edu/cr186xd8182,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:cr322fs6579,https://purl.stanford.edu/cr322fs6579,Clayborne Carson - Associate Professor History,,8/8/85,still image,http://vocab.getty.edu/aat/300046300
druid:cr335fy1852,https://purl.stanford.edu/cr335fy1852,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:cr398yh1450,https://purl.stanford.edu/cr398yh1450,It's time cool out with a TGIF,,,still image,
druid:cr547wm5608,https://purl.stanford.edu/cr547wm5608,A Journey Black,,1973,text,
druid:cr580pw1995,https://purl.stanford.edu/cr580pw1995,"BSU Theme for '85-'86: Outreach, Education, Unity, Liberation!",,1985,text,
druid:cr588fc0519,https://purl.stanford.edu/cr588fc0519,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:cr751pc1739,https://purl.stanford.edu/cr751pc1739,Sit-in protesting South African investment--Board of Trustee's meeting at Hoover Institution,,5/14/85,still image,http://vocab.getty.edu/aat/300046300
druid:cr903xk5117,https://purl.stanford.edu/cr903xk5117,"Martin Luther King, Jr. at Stanford",,4/14/67,still image,http://vocab.getty.edu/aat/300046300
druid:cs079jk1831,https://purl.stanford.edu/cs079jk1831,Ujamaa posters,,,text,http://vocab.getty.edu/aat/300027221
druid:cs129gr7367,https://purl.stanford.edu/cs129gr7367,Ewart Thomas - Professor Chrm. Psychology - Black Students at Stanford Brochure,,8/16/85,still image,http://vocab.getty.edu/aat/300046300
druid:cs205xh0602,https://purl.stanford.edu/cs205xh0602,Lyrics for Lift Ev'ry Voice and Sing by James Weldon Johnson and J. Rosamond Johnson,,,still image,
druid:cs282sz3429,https://purl.stanford.edu/cs282sz3429,"Can I see your Stanford ID? There's been so much package theft recently - said at SLS. Racism Lives Here Too, 2018",,2018-02,still image,http://vocab.getty.edu/aat/300027221
druid:cs287dp8615,https://purl.stanford.edu/cs287dp8615,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:cs321dv4621,https://purl.stanford.edu/cs321dv4621,Sit-in protesting South African investment--Board of Trustee's meeting at Hoover Institution,,5/14/85,still image,http://vocab.getty.edu/aat/300046300
druid:cs513ff6410,https://purl.stanford.edu/cs513ff6410,"Dorm, photograph shared at Black Grad 2003 slideshow, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:ct038hq7287,https://purl.stanford.edu/ct038hq7287,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
